1002,10253,1026,10278,10284,10423,10426,10572,10748,10752,10778,10890,10945,10960,10974,11025,11190,11228,11369,11603,1261,1369,1388,148,1514,1582,1587,1604,1808,1921,1938,203,2104,2117,2222,2228,2454,2652,2752,288,2937,3052,3062,3074,3113,3233,3288,3300,341,3411,3419,3451,3459,3514,3540,365,370,3915,4102,4121,4142,4147,4309,4504,4646,4699,4820,4825,4833,4839,4964,4965,5023,5042,5061,5081,526,5382,5395,5557,5600,5601,5903,6087,6411,6441,6455,6472,6564,6607,6764,6884,6901,6936,7006,7087,7287,7307,7517,753,7531,7717,774,7788,7793,7824,7935,806,8096,8192,8257,8451,8495,8737,8869,8993,9113,9298,9546,9849,9908
10017,10133,1016,102,1022,10289,10300,10432,10595,10716,10829,10959,11122,11173,11181,11296,11339,11385,11399,11472,1280,1298,1306,1315,1473,1615,1646,176,1804,1853,196,1991,2062,2237,2350,2372,2565,2609,2837,2903,2969,3086,3162,3297,3349,3416,3532,3569,3580,3606,3614,3672,3715,3800,3805,3829,3950,4171,418,4362,4375,4430,4434,451,4552,4587,459,462,4690,4805,4848,5118,5154,5194,5200,5293,5425,5492,5649,5694,6003,6022,6122,6152,625,626,6349,647,6483,6683,6684,6778,6915,7149,7211,7271,7322,7337,7365,7425,7431,7453,7563,7634,7687,7765,7922,8302,8487,8665,8732,8743,8785,8863,8871,8885,8920,9,9200,9554,9627
10012,10082,10155,10176,10209,10351,1047,1047,10664,10686,10864,11275,11329,11449,11472,1152,1206,1264,1422,1446,1498,1747,1762,1770,1901,2154,2183,2196,2375,2386,2526,2708,2753,2767,307,3071,3165,3230,3261,3319,337,3433,3494,3552,3630,3668,3801,3883,4056,4092,4459,4515,4522,4532,4625,4681,4775,4777,5033,5087,5090,5168,5184,5208,5327,5556,5587,5655,5704,5711,5889,622,6237,6246,6260,6352,6411,6561,6593,6641,667,6761,6790,69,6929,6974,7131,7157,7180,7192,7203,7268,7383,759,7658,7701,7707,7755,7826,7995,8008,8018,8019,8092,8245,8292,8326,8373,8654,8741,8886,893,8933,8957,9082,9349,9504,9580,9776,9873,9987
10148,10199,10207,1022,1024,10330,10402,10613,10716,10744,1079,10800,10832,10853,11017,11097,11337,11406,11466,11532,1266,1289,1366,150,1678,1691,1837,1931,2230,2231,2266,2299,2394,2534,2765,2913,3165,3189,3248,326,3339,3480,3557,3727,3739,3826,3919,3934,3984,4032,4075,4177,4184,4272,4390,4481,4531,4551,4576,461,4681,4874,5007,5076,5183,5393,5587,5620,5752,5786,5866,5867,5900,601,6047,6268,6320,6357,6377,6438,6456,6517,6534,658,6601,6645,6649,6934,6968,699,7027,7201,7272,7440,7493,7499,7516,7580,7755,7759,778,7803,8029,8176,8181,8263,8297,832,8389,8483,850,8572,8877,8904,9032,9156,9190,9238,9277,9282,9481
10058,10061,10061,10101,10124,10128,10202,1023,10512,10558,10587,10731,10739,10769,11095,11239,11536,11552,1326,156,1644,1671,1674,1736,1865,1877,1879,1942,1979,207,2270,2288,2411,245,249,2523,2527,2555,2714,3533,357,3657,368,3709,3790,3817,3975,403,4037,409,4132,4196,4241,4371,4390,4439,4590,4822,4842,4920,5002,5029,5242,5422,5432,5440,5481,5574,5656,5778,5821,5850,5945,5968,6111,6456,6464,6526,6643,6767,6931,6959,6963,7017,7066,7067,7267,7267,7419,7462,7636,765,7706,7981,8011,8047,8217,8336,8364,8365,8480,8564,8597,8642,8744,8818,8975,9043,9119,92,924,9278,9285,9338,9416,9464,9464,9511,9779,9844,9950
10017,10031,10072,10131,10176,10299,10377,10404,10521,10552,10672,1077,10777,10798,10811,11035,11061,11081,11143,11322,11323,11392,11433,11451,11613,1278,1408,1424,1688,1827,1836,1946,1993,2102,2222,2380,2450,2654,2913,3009,3061,3255,3401,3411,3540,3594,3751,3802,3903,4014,4088,4159,4188,4212,4404,4428,4612,4631,4711,4756,4844,5010,5128,5262,5455,5639,572,5837,5940,6075,6335,6364,6372,6413,6422,6492,6617,6619,6721,6732,6893,6907,6963,7045,7074,7216,7261,7289,7458,748,7534,7598,7706,7731,7741,7853,793,7937,8158,8254,8262,8310,8557,8605,8712,8809,8882,894,909,9094,9104,9307,953,954,9606,9616,9623,9748,9757,9808,996
10087,10273,10275,10344,10558,10824,10830,11039,11118,11219,11255,11275,11295,11395,11426,11484,11620,1220,1323,1354,146,1471,1528,153,16,1774,1830,1890,2012,2235,2549,27,2954,2983,3065,3136,3178,3207,3366,3413,3495,3642,3665,3816,3826,3836,3872,3981,4068,4101,4152,4208,4221,4253,4265,4282,4354,4402,450,4624,4704,4818,4970,5015,5044,5294,530,5332,5410,5429,5547,5713,5722,5786,579,5795,5876,5894,5963,6083,6482,6486,6688,6689,6735,6823,704,7068,7129,7153,7225,7355,744,764,7665,7844,7982,7990,8259,8277,8303,8370,8393,8536,8711,8780,882,8878,8984,910,9267,9271,9472,9618,9783,9816,9824,9859,9981,9989,9996
10096,10109,10408,1054,10560,10627,10777,10798,10963,11013,11134,1119,11221,11391,11412,11492,1388,1515,1615,1771,1774,1842,1863,1909,1919,1991,2038,206,2203,2298,2340,249,2571,2845,2978,2993,3048,3060,3136,3234,3235,3256,3276,333,3389,3524,3775,4018,4065,4174,4272,4334,4417,4425,4456,4602,4709,4731,4737,4763,4789,4829,488,491,4954,5139,5139,5179,535,5486,5486,5498,5528,5685,5788,5793,5920,5999,6001,6109,6151,6179,6235,6663,6789,6856,6862,6877,7078,7097,7204,7373,7520,7554,7555,762,7689,7775,7840,7996,8029,8049,8374,8526,8622,8995,8998,9009,9013,903,9049,9088,9102,9144,9597,9598,9766,9812,9953,9972,999
10091,10189,10434,10589,10825,10826,10846,10885,10889,11034,11309,1144,1145,11620,1216,1334,1385,1530,1637,1660,1708,1756,1757,1812,1922,1945,1961,2072,2233,2236,2416,2492,2516,2551,260,2650,2663,3,3132,3237,3256,3273,3487,3543,3664,3789,3886,3902,3988,4107,4110,4127,425,4294,4353,4490,456,4740,4782,4861,4929,493,4936,4955,4962,5015,5023,5082,512,5121,5385,5390,5487,5553,5594,5838,585,589,6041,6113,6143,6288,6377,6458,6596,661,6648,6697,6732,6785,7113,7144,718,7183,7204,7492,7509,7837,7963,7992,8081,8377,8401,8477,8745,8788,8933,8975,9073,9168,9348,938,9578,9689,9706,9739,9815,9848,9933,9939,9970
10061,10106,10243,10325,10427,10460,10768,10860,10904,10906,11045,11143,11162,11205,11353,11432,11561,11601,1322,133,136,1522,1737,1882,1934,1988,1997,2001,2028,223,2263,2265,2328,2385,2426,2466,2523,2562,2722,2731,2968,3002,3110,3118,3183,3352,3360,3413,3439,3605,3615,3754,397,3982,400,4289,4437,4455,4560,4695,4754,4835,4851,4876,5015,5073,5077,5092,5120,5539,5540,565,5687,5770,5802,6054,6253,6406,6823,6994,7007,7059,7131,7142,719,7248,7322,7327,7669,7729,7763,7813,7839,7906,8002,8108,8256,8356,8655,8718,88,880,8869,888,8886,8900,8945,9000,9005,9006,9150,928,9281,9673,9754,976,9763,9765,9853,9903,9944
10184,10209,10328,1036,10638,10663,10666,10691,10848,10853,11050,11182,11245,11495,1152,11639,1192,1257,1340,1476,1555,1622,1731,1772,1851,2068,2226,2341,2363,2636,2915,2990,313,3170,3291,3302,3535,3591,3869,3899,3932,394,4015,4038,4050,4132,4132,417,426,4303,4324,4344,4348,4366,4482,4524,4534,4679,4695,47,4735,5013,5052,5208,5296,5309,5350,5399,543,5522,5757,5915,5918,5918,5922,5941,6097,646,6542,6555,6574,6582,6712,6733,6791,6962,703,7058,7301,7403,7602,7628,7809,7811,8038,8214,8225,8262,8449,8542,8585,8685,8788,8803,8821,889,8912,9019,9045,9328,9666,9686,9722,9761,9788,9789,9815,9875,9887,9941,9948
10178,1020,10200,10215,10280,10550,10615,1066,10798,10801,10988,11,1112,11139,11340,11418,11453,11525,11540,1156,11615,1166,1206,140,1630,169,1695,1819,1838,1921,1962,2007,2168,2361,2369,2480,2521,2565,2598,2614,2990,3025,3202,3363,3483,3522,3528,3603,3720,38,3979,4041,4188,4336,434,4579,4789,4926,4994,5054,5176,5269,5283,5305,5444,5500,553,5592,5625,5800,5810,5877,597,6023,6151,6192,6394,6397,6493,652,6699,7073,7209,7290,7311,733,7346,7351,7366,7455,7494,7540,7550,7755,7886,7947,8059,8084,8256,8270,832,8338,8417,8434,8478,8700,8712,8942,8956,8964,9293,9418,9459,946,9553,960,9601,9622,9628,9703,9781
10022,10085,10106,10136,1027,10322,10328,10423,10471,10498,10586,10600,10803,10879,10934,11064,11145,1115,11253,11506,1195,1328,1442,146,1518,1620,1629,1823,1855,1860,1951,2034,2549,2735,274,2800,290,2955,3014,302,3083,3387,3391,3427,3471,3724,3936,4011,403,4140,4230,4244,4361,4363,4417,4513,4609,4644,4722,4754,4805,4835,4877,5046,5118,5321,537,5493,5494,55,5522,56,5628,5674,5699,5738,5888,6154,616,6203,6364,6446,6448,6490,6597,6732,6809,687,6902,7001,7067,7101,7121,7125,7155,7224,7359,7581,7701,7891,8038,8110,8126,8177,8186,8263,8420,8447,8557,8577,868,8774,9090,9220,936,9500,9552,9696,9843,9956,9961
10123,1028,10355,10369,10391,10405,10425,10598,10993,11047,11172,11182,11337,11344,11380,11526,11544,11546,1441,1464,1493,1557,1642,1843,2041,2077,2224,2245,2245,226,2322,2461,255,2627,2705,2759,2864,293,2948,297,316,3231,3238,3332,3390,3806,3949,40,4184,4188,4230,4238,4294,4319,441,4500,4521,4597,4742,4809,4847,4872,4981,5185,5589,5657,5691,5872,5884,590,5964,6017,602,6133,6229,6500,6531,6650,7011,7051,7143,7146,7153,7200,7204,7271,7355,74,7403,7413,7436,7441,751,7670,7703,7762,7844,797,8018,8039,8047,815,8151,8184,8248,8315,8488,8696,8735,8762,8917,8932,9031,910,9100,9103,9383,9475,9739,9794,9966
10105,10203,10219,10221,10270,1030,10359,10415,10429,10612,10627,10662,10739,11006,11051,11105,1115,11178,11281,11325,1137,1296,1732,1734,1801,1846,1870,1947,2122,2124,2408,2545,2607,2617,2741,2747,284,2872,2876,2901,3054,3158,3216,3250,345,3752,3756,3764,3912,3960,4007,413,4219,4307,4405,4643,4705,4737,4768,477,4799,4830,4886,4950,5059,5068,5102,5163,5174,528,5358,5385,5557,5571,5598,5856,5968,6257,6329,6647,6670,6745,6985,7052,7193,7358,7451,7453,7468,7548,7570,7596,7649,7740,7757,7829,8109,8188,8204,8293,8363,8385,8455,8461,8517,8639,866,8716,8755,8785,8791,8929,8933,9109,9298,9356,9398,9562,963,984,9871
10006,10035,10122,10208,10208,10210,10300,1032,10368,10448,10648,10736,10791,10887,10907,11042,11134,11176,1125,11471,11477,11575,1273,1343,138,149,1757,1811,1857,1896,1907,2037,2117,212,2155,2206,2256,2334,2336,2392,2426,2672,2686,2748,2794,3023,3036,3125,3314,334,3420,3434,3462,3669,3686,3860,3987,4018,4233,4249,430,4409,4422,4451,4573,4713,5102,5145,5230,5314,5458,5603,5603,5681,5687,5714,5865,5880,5891,6048,6152,619,6610,6619,6860,6867,7003,7051,7070,7081,7227,7321,7335,7363,7436,7497,7631,778,7993,8247,830,8374,8460,8472,8611,8656,8672,8681,8685,8729,8827,8925,9092,9320,9468,9595,9698,9753,9815,9878,9953
10080,10291,10309,1043,10571,10583,10667,10805,10814,1089,10929,10936,1098,10992,11005,11031,11077,11230,11342,11424,11443,11454,11530,11542,1343,1457,1784,1826,2007,2024,2155,227,2324,2325,2494,2711,2861,2861,2923,2946,3014,3067,3134,3166,3239,3255,3347,3362,3399,3574,3714,3743,3884,393,402,4057,4063,409,4181,4207,4223,4457,4631,4640,469,4694,4701,476,4987,5210,5286,5291,5308,5455,5500,5598,5618,5666,571,5779,5872,6048,606,621,6289,6351,6451,6645,6668,6826,6883,6979,7303,7320,7326,7362,7390,7683,7824,7938,8032,8116,8179,8365,8376,843,8528,8528,8594,8837,9083,916,9174,9213,942,9422,9544,9585,9858,992,9969
10198,10224,10291,10379,10511,10676,1068,10858,10967,11165,1132,1133,11414,1144,11551,11553,1185,1216,1222,1281,1484,1529,1549,1707,1791,1827,1910,1925,1999,2026,2068,224,228,2804,2870,2914,2979,3023,3085,3117,3121,3168,3195,3377,3425,3486,3582,3595,3847,3864,3921,3930,4208,433,4347,4484,4652,4736,4822,4897,5064,5145,5230,5333,5482,5685,5812,6052,6209,6246,6273,6328,6376,6437,6503,6687,684,6956,7241,735,7395,7422,7524,753,7624,766,769,7853,7905,7909,8026,8109,8293,8295,8332,8356,8504,8529,8540,8589,8670,8793,8809,889,8935,8990,908,9155,9226,9238,9270,9301,9315,9356,9437,9467,9475,9535,9671,9878,993
10001,10220,10233,10311,10342,10391,10460,10546,10558,10617,10733,11020,11043,11061,11131,11335,11375,11623,1282,1343,1530,1568,1657,1773,184,1909,1937,194,1950,1980,2252,2317,2409,267,2696,2715,2804,2837,293,3080,3301,3537,3836,3852,3915,396,4460,4555,4594,4608,4635,4660,4682,4699,4720,4800,4804,481,4849,4902,5078,5319,5402,5422,5484,5513,5570,5574,5603,5665,5740,5750,5862,5916,5945,6041,6051,6175,6431,6487,6638,6662,673,6776,7328,7347,7348,7358,7398,7505,7669,7702,7743,7744,7830,7921,825,8287,8457,8503,8538,8633,8717,8852,8898,890,8936,895,9187,9189,9197,9299,9375,9575,9655,9657,9797,9868,9936,995,9969
10026,10190,1030,10376,10545,10655,10829,10833,10920,11048,11065,1117,1121,11280,11366,11468,1314,1378,1381,1407,1559,1560,1633,1744,1774,1840,1849,1852,200,2074,2134,215,2229,2589,2633,2759,2810,2818,2824,286,2964,3016,3045,3223,3227,3305,337,3375,3500,4055,4075,4113,4139,4302,4504,4511,458,4588,4613,4711,476,4832,4888,4951,4978,5107,5184,5262,5286,5349,5380,5452,5545,5562,5642,5656,5733,5740,5769,6037,6519,6663,6885,6981,7277,7427,772,7738,7753,7811,7930,7974,8017,813,813,8276,829,839,8458,8571,8615,862,8649,8688,8760,8777,8841,890,896,9002,9085,9091,9205,9232,9372,940,944,967,9730,9918,9927
1002,1012,10125,10544,10600,10785,10915,10969,1120,1123,11328,11363,12,1218,1538,1600,1650,1735,1796,1966,1969,2058,206,2184,2245,2369,2558,265,2802,2830,2853,2945,3027,3152,3261,344,347,3471,3573,3593,3599,3791,4065,4169,4372,4381,4488,4722,4754,4858,489,4911,494,4943,5077,5247,5276,5638,5681,5690,5759,5776,5818,5848,6010,6117,6271,6465,6482,6571,6573,6687,6704,6784,6791,6921,6931,6955,7027,7140,7299,7473,7482,7588,7595,7626,7748,792,8037,8055,8201,8231,8296,8501,8503,8569,8851,8885,8886,8939,9075,91,9190,9276,9333,9357,9368,9435,947,9599,961,9628,9705,9707,9724,983,9879,989,9937,9946,9960
0,10009,10264,10452,10527,10611,10647,10724,10745,10921,11026,11134,11270,11349,11387,11471,11537,11566,1279,1294,1330,1368,1402,1718,1848,20,2039,2121,2145,2157,230,2319,2345,2453,27,2702,2807,293,3090,3154,3169,3329,3337,3372,3477,3493,37,4166,4214,4235,4262,4291,4344,4362,4427,4429,4471,4480,4568,4700,4722,4978,4983,5098,5159,5190,5258,5308,5363,5576,5579,5657,5672,5715,5764,5821,5961,6093,6094,6292,6331,6473,6505,6512,670,6702,6837,6870,6933,6949,7028,7154,730,7329,7414,7416,7448,7541,7650,7769,7806,7809,781,7838,8075,8242,8288,873,8872,9035,9112,9250,9328,9411,9418,9526,9533,9556,9726,9788,9851
10027,10049,10328,10470,10478,10567,10589,10687,10742,10795,10928,10968,1097,11050,11123,11176,11197,11202,11472,11484,11535,1161,1201,1230,1382,1452,1469,1599,1666,1858,1948,2014,2020,2120,2206,2266,2410,2437,2452,2472,2607,2612,2928,2951,312,3158,3231,3246,3298,3349,3371,3639,3640,3670,3788,3898,4035,4126,4319,4474,456,4565,4650,4762,49,5040,5067,507,5253,5297,5317,5410,552,5584,564,5651,5891,5946,6023,6155,6227,6234,6341,6370,6681,6702,6790,6886,6892,6953,6980,7067,7187,722,729,741,767,7909,7931,7968,8003,8022,8141,826,8344,8560,8610,8687,8721,881,9143,9246,9258,951,9565,9613,9619,9639,9641,9726,9791
10170,1021,10232,10292,10322,10406,10557,10670,10671,10691,11151,11288,11289,11379,11554,1405,1450,1501,170,1766,2016,2095,2185,2237,2407,2522,2567,2790,3155,3201,3202,325,3326,3388,340,3487,3582,3699,3784,3830,402,4112,4145,4223,4455,452,4571,4607,4687,4989,5038,5040,5063,5111,5206,5323,5431,5470,5514,5590,5626,5805,5842,5961,6017,6028,6065,6066,6169,6254,626,6324,640,640,6543,6726,6828,6884,6916,6928,6960,6980,7024,7335,75,7546,7582,7636,7788,7856,7937,8085,8093,8228,8307,8354,8575,8585,8675,8743,8771,8776,8808,8840,8864,9196,9211,923,9232,9346,9420,9445,9551,9553,9604,9683,9766,9795,9799,9805,9961
10475,10476,10510,10629,10718,10745,10761,109,10922,10974,11129,11152,11348,11354,11385,11519,11549,118,13,1425,1471,1525,1614,169,1754,1846,1867,1952,1954,2302,2326,2352,238,2507,2633,2665,2779,2822,2870,288,2900,299,3163,3173,3408,3452,359,3611,3644,3656,3784,3944,4085,4172,4263,4672,4737,4920,4991,500,5002,5010,5055,5118,519,5506,5600,5719,5773,595,6071,626,6299,6368,648,6518,6570,6700,6711,6756,6804,6904,7031,7063,709,7105,7124,7136,7168,7391,7500,7676,7739,7783,7974,7991,8064,809,8163,8302,86,8712,8789,8913,8915,8917,8956,9016,9046,911,9169,9185,921,9274,9307,9384,9679,9755,9838,986,9869
10017,10030,102,10200,10313,10425,1043,1044,1048,10597,10723,10749,10994,11278,11425,11506,11615,1197,141,1521,1543,1693,1725,1902,1958,1993,2019,211,2235,2238,2368,2480,250,2626,2640,2771,2980,3076,3089,3132,3222,3266,3290,334,345,3474,3695,3704,3992,400,4261,4294,4471,45,4545,4582,4582,4648,4771,4844,4972,5001,5208,5239,5268,5463,5707,5815,5841,5855,5935,5945,6069,6189,6236,6309,634,6347,635,6381,6383,6383,6444,6555,6798,6805,7043,7075,7090,7098,7148,719,7252,7285,7299,7462,7510,7702,7787,784,7879,7976,803,8127,8234,8254,8312,8486,8510,8530,8536,858,8682,9046,9103,9162,9171,9342,9415,9418,9797
10059,10234,103,10397,10404,10422,10424,10541,10570,10570,10602,10807,11002,1119,11202,11209,11594,1176,1308,1321,1354,1414,1485,1550,1704,1719,192,1960,1994,2125,218,2180,2192,2211,2236,2254,2352,2539,2601,2656,2699,284,2849,2874,288,2996,3011,3136,3141,3358,3413,3425,3457,353,3531,3603,3604,3613,3629,387,3972,3996,4113,4129,4276,4322,4803,4893,4946,4949,519,5493,5509,5744,5753,5855,5866,5892,6047,6169,6189,6483,6578,6603,6619,6652,6659,6663,6745,6748,6757,6760,6869,6891,6968,7099,7123,714,754,7600,7810,7994,8029,8209,8244,8594,8618,8760,8809,8819,8873,8890,8900,9064,9241,9266,9324,9753,9936,9966,9989
10092,10107,10189,10238,10293,10418,10497,10519,10900,11279,11293,11342,11348,11351,11433,11521,1339,1412,1426,1450,1594,1648,1703,1722,1748,1844,19,1981,200,2146,236,2370,2386,2413,2546,2551,259,2881,2972,3029,3037,3101,3173,3255,3276,3349,3366,3469,3489,352,3547,361,3631,3781,4021,4033,4197,431,4333,4471,4482,4608,4613,4638,4680,4870,4904,498,4987,4995,5016,5052,5283,5378,539,583,5832,5842,5933,607,6333,6349,6435,6448,6571,6756,683,6853,7009,7149,7165,7197,7305,7319,7401,7496,7533,7550,7592,7777,8043,8255,8281,8319,8410,8450,9001,9076,9135,9211,9301,9325,9356,9362,9380,9492,9543,9759,9777,9782,9896
10006,10039,10147,10157,10248,10347,10430,10687,1079,10858,10950,11172,11297,11314,11388,11425,11530,11572,1159,1198,1306,1312,1482,154,1653,1822,1917,1924,2092,2568,2582,261,2613,2684,2706,2761,2782,3226,3258,3441,3461,3636,3832,3907,4121,4304,4512,4550,4552,4659,4750,490,506,5114,5149,515,5272,5432,5777,5792,5890,5943,6039,6041,6044,6141,6207,6466,6468,6477,6508,6614,6790,6884,6931,6942,6979,7004,7019,7073,7104,711,7121,7196,7350,7363,7550,7582,7643,771,8049,8062,8227,8303,8373,8405,8614,8724,8754,8770,8877,8976,900,9223,9243,936,9361,9397,9421,9435,9462,9475,9516,9570,9578,96,9702,9756,9791,9791,9950
